Tidspunkt,Temperatur (°C),Vindhastighet (km/t),Trykk,Nedbør (mm)
2025-02-26 15:00,0.6,1.8,1008.0,0.0
2025-02-26 16:00,-0.0,0.4,1008.0,0.0
2025-02-26 17:00,-0.5,1.8,1009.0,0.0
2025-02-26 18:00,-1.1,2.2,1009.0,0.0
2025-02-26 19:00,-1.5,3.6,1010.0,0.0
2025-02-26 20:00,-1.7,4.0,1010.0,0.0
2025-02-26 21:00,-2.5,3.2,1010.0,0.0
2025-02-26 22:00,-2.8,3.2,1010.0,0.0
2025-02-26 23:00,-2.7,3.2,1011.0,0.0
2025-02-27 00:00,-1.2,4.7,1010.0,0.44
2025-02-27 01:00,-1.3,5.0,1010.0,0.49
2025-02-27 02:00,-1.4,5.4,1010.0,0.13
2025-02-27 03:00,-1.6,5.0,1010.0,0.0
2025-02-27 04:00,-1.9,4.0,1009.0,0.0
2025-02-27 05:00,-1.8,3.6,1010.0,0.0
2025-02-27 06:00,-2.5,4.3,1010.0,0.0
2025-02-27 07:00,-3.2,4.3,1010.0,0.0
2025-02-27 08:00,-3.5,5.4,1010.0,0.0
2025-02-27 09:00,-2.5,5.0,1011.0,0.0
2025-02-27 10:00,-0.4,5.4,1011.0,0.0
2025-02-27 11:00,1.0,4.7,1010.0,0.0
2025-02-27 12:00,1.8,7.2,1012.0,0.01
2025-02-27 13:00,1.2,3.6,1013.0,0.05
2025-02-27 14:00,1.3,4.3,1013.0,0.09
2025-02-27 15:00,1.6,6.1,1013.0,0.0
2025-02-27 16:00,0.2,5.4,1013.0,0.0
2025-02-27 17:00,-1.1,6.1,1013.0,0.0
2025-02-27 18:00,-1.4,6.8,1014.0,0.0
2025-02-27 19:00,-1.6,7.9,1015.0,0.0
2025-02-27 20:00,-1.7,8.3,1015.0,0.0
2025-02-27 21:00,-1.3,7.6,1016.0,0.01
2025-02-27 22:00,-1.1,7.2,1016.0,0.0
2025-02-27 23:00,-1.1,6.8,1016.0,0.0
2025-02-28 00:00,-3.2,7.9,1019.0,0.0
2025-02-28 01:00,-3.5,7.9,1019.0,0.0
2025-02-28 02:00,-3.4,7.9,1019.0,0.0
2025-02-28 03:00,-3.6,7.6,1019.0,0.0
2025-02-28 04:00,-3.9,7.2,1019.0,0.0
2025-02-28 05:00,-4.0,6.8,1019.0,0.0
2025-02-28 06:00,-4.2,6.8,1019.0,0.0
2025-02-28 07:00,-3.7,7.2,1019.0,0.0
2025-02-28 08:00,-3.7,7.2,1019.0,0.0
2025-02-28 09:00,-2.8,7.2,1019.0,0.0
2025-02-28 10:00,-1.1,6.5,1019.0,0.0
2025-02-28 11:00,-0.2,5.8,1019.0,0.0
2025-02-28 12:00,0.9,6.1,1019.0,0.02
2025-02-28 13:00,0.9,4.7,1020.0,0.02
2025-02-28 14:00,0.9,5.8,1019.0,0.0
2025-02-28 15:00,0.8,3.2,1019.0,0.02
2025-02-28 16:00,-0.0,2.2,1020.0,0.33
2025-02-28 17:00,-0.3,5.4,1020.0,0.19
2025-02-28 18:00,-0.5,5.8,1020.0,0.92
2025-02-28 19:00,-0.3,7.6,1021.0,0.85
2025-02-28 20:00,-0.8,7.2,1021.0,0.58
2025-02-28 21:00,-0.1,6.8,1021.0,0.73
2025-02-28 22:00,0.4,7.2,1021.0,0.83
2025-02-28 23:00,-0.3,7.9,1021.0,1.54
2025-03-01 00:00,-0.1,8.3,1023.0,0.5
2025-03-01 01:00,0.6,7.6,1022.0,0.02
2025-03-01 02:00,0.4,6.8,1022.0,0.0
2025-03-01 03:00,0.1,7.2,1022.0,0.0
2025-03-01 04:00,-0.6,6.5,1021.0,0.0
2025-03-01 05:00,-1.6,6.1,1021.0,0.0
2025-03-01 06:00,-1.7,6.5,1020.0,0.0
2025-03-01 07:00,-1.6,6.8,1020.0,0.0
2025-03-01 08:00,-1.5,6.8,1019.0,0.0
2025-03-01 09:00,-1.0,6.8,1019.0,0.0
2025-03-01 10:00,0.0,6.8,1018.0,0.0
2025-03-01 11:00,1.2,6.1,1019.0,0.02
2025-03-01 12:00,1.4,6.5,1019.0,0.0
2025-03-01 13:00,1.6,3.2,1020.0,0.03
2025-03-01 14:00,1.4,6.5,1020.0,0.12
2025-03-01 15:00,1.9,9.4,1020.0,0.03
2025-03-01 16:00,3.0,14.4,1020.0,0.01
2025-03-01 17:00,2.2,13.3,1019.0,0.0
2025-03-01 18:00,0.8,9.7,1019.0,0.0
2025-03-01 19:00,0.7,10.1,1019.0,0.0
2025-03-01 20:00,0.6,11.2,1018.0,0.0
2025-03-01 21:00,0.1,12.2,1017.0,0.0
2025-03-01 22:00,-0.5,11.2,1016.0,0.0
2025-03-01 23:00,-0.6,10.8,1016.0,0.01
2025-03-02 00:00,0.4,13.0,1014.0,0.16
2025-03-02 01:00,0.6,14.8,1012.0,0.33
2025-03-02 02:00,1.0,16.6,1011.0,0.58
2025-03-02 03:00,0.7,15.5,1010.0,1.41
2025-03-02 04:00,0.5,18.0,1009.0,1.26
2025-03-02 05:00,0.5,18.0,1008.0,2.8
2025-03-02 06:00,1.2,26.3,1007.0,4.8
2025-03-02 07:00,2.3,30.2,1007.0,3.36
2025-03-02 08:00,2.9,30.2,1007.0,4.54
2025-03-02 09:00,2.5,23.0,1008.0,5.75
2025-03-02 10:00,1.8,18.4,1009.0,4.11
2025-03-02 11:00,3.9,24.1,1008.0,2.94
2025-03-02 12:00,4.5,28.8,1009.0,0.88
2025-03-02 13:00,4.7,31.7,1008.0,0.7
2025-03-02 14:00,5.2,31.3,1008.0,0.26
2025-03-02 15:00,5.6,33.5,1007.0,0.06
2025-03-02 16:00,5.6,34.2,1007.0,0.03
2025-03-02 17:00,4.8,36.0,1006.0,0.02
2025-03-02 18:00,4.4,36.7,1006.0,0.06
2025-03-02 19:00,4.5,34.9,1006.0,0.22
2025-03-02 20:00,3.9,32.8,1006.0,0.3
2025-03-02 21:00,3.5,31.0,1006.0,0.33
2025-03-02 22:00,3.1,29.5,1006.0,0.47
2025-03-02 23:00,3.1,28.8,1005.0,0.43
2025-03-03 00:00,3.3,23.8,1002.0,0.27
2025-03-03 01:00,2.8,21.2,1001.0,0.43
2025-03-03 02:00,2.1,21.6,1001.0,0.93
2025-03-03 03:00,2.7,24.1,1001.0,0.19
2025-03-03 04:00,3.2,27.7,1001.0,0.13
2025-03-03 05:00,3.4,22.0,1001.0,0.15
2025-03-03 06:00,3.4,19.1,1001.0,0.11
2025-03-03 07:00,3.4,14.8,1001.0,0.09
2025-03-03 08:00,3.2,14.4,1000.0,0.1
2025-03-03 09:00,3.2,15.5,1000.0,0.05
2025-03-03 10:00,3.6,22.3,999.0,0.2
2025-03-03 11:00,1.9,26.6,1000.0,4.02
2025-03-03 12:00,2.5,26.3,1000.0,0.05
2025-03-03 13:00,3.0,28.1,999.0,0.07
2025-03-03 14:00,2.4,30.6,998.0,0.39
2025-03-03 15:00,1.7,29.2,998.0,0.75
2025-03-03 16:00,1.7,24.8,997.0,0.71
2025-03-03 17:00,1.4,18.7,995.0,0.66
2025-03-03 18:00,1.3,20.9,994.0,0.72
2025-03-03 19:00,1.0,25.2,993.0,0.97
2025-03-03 20:00,1.2,22.3,993.0,0.36
2025-03-03 21:00,1.6,28.1,992.0,0.32
2025-03-03 22:00,1.7,34.9,993.0,0.42
2025-03-03 23:00,0.6,34.6,993.0,0.16
2025-03-04 00:00,0.2,30.6,997.0,0.3
2025-03-04 01:00,-0.2,30.2,997.0,0.32
2025-03-04 02:00,-0.1,29.9,998.0,0.32
2025-03-04 03:00,-0.2,28.4,998.0,0.32
2025-03-04 04:00,-0.3,25.2,998.0,0.14
2025-03-04 05:00,-0.4,23.4,999.0,0.1
2025-03-04 06:00,-0.5,22.7,999.0,0.17
2025-03-04 07:00,-0.7,19.1,1000.0,0.32
2025-03-04 08:00,-0.8,17.6,1001.0,0.16
2025-03-04 09:00,-0.8,15.1,1002.0,0.14
2025-03-04 10:00,0.8,15.1,1003.0,0.09
2025-03-04 11:00,1.4,13.0,1003.0,0.03
2025-03-04 12:00,1.8,10.1,1003.0,0.04
2025-03-04 13:00,2.1,8.6,1003.0,0.04
2025-03-04 14:00,1.7,9.7,1003.0,0.12
2025-03-04 15:00,1.1,7.2,1002.0,0.24
2025-03-04 16:00,0.7,7.2,1000.0,0.22
2025-03-04 17:00,0.3,9.7,997.0,0.71
2025-03-04 18:00,0.1,7.9,997.0,1.23
2025-03-04 19:00,0.3,11.5,994.0,0.81
2025-03-04 20:00,0.1,9.4,992.0,1.81
2025-03-04 21:00,0.1,8.3,991.0,1.86
2025-03-04 22:00,-0.0,8.6,990.0,2.43
2025-03-04 23:00,0.2,7.9,990.0,3.09
2025-03-05 00:00,-0.2,19.4,992.0,1.03
2025-03-05 01:00,0.1,21.2,993.0,0.19
2025-03-05 02:00,0.5,17.6,992.0,0.09
2025-03-05 03:00,0.3,12.6,993.0,0.2
2025-03-05 04:00,0.4,11.2,992.0,0.07
2025-03-05 05:00,0.1,9.4,991.0,0.27
2025-03-05 06:00,0.0,9.4,991.0,0.38
2025-03-05 07:00,-0.2,11.9,991.0,1.62
2025-03-05 08:00,0.7,14.0,990.0,1.17
2025-03-05 09:00,2.4,19.1,991.0,1.15
2025-03-05 10:00,2.3,16.2,992.0,0.63
2025-03-05 11:00,2.1,12.6,992.0,1.21
2025-03-05 12:00,1.9,11.5,993.0,1.39
2025-03-05 13:00,1.9,11.2,993.0,1.19
2025-03-05 14:00,2.0,9.7,992.0,1.79
2025-03-05 15:00,1.5,9.4,993.0,2.15
2025-03-05 16:00,1.2,7.6,993.0,1.2
2025-03-05 17:00,1.4,7.6,992.0,1.53
2025-03-05 18:00,1.3,7.2,992.0,2.26
2025-03-05 19:00,1.0,6.1,991.0,1.96
2025-03-05 20:00,0.2,5.8,991.0,1.94
2025-03-05 21:00,-0.1,6.8,989.0,0.72
2025-03-05 22:00,0.4,7.6,989.0,1.51
2025-03-05 23:00,1.8,8.6,989.0,1.49
2025-03-06 00:00,2.6,9.4,990.0,3.58
2025-03-06 01:00,4.0,17.3,990.0,1.86
2025-03-06 02:00,4.9,24.8,989.0,0.19
2025-03-06 03:00,5.9,28.8,989.0,0.01
2025-03-06 04:00,6.0,28.4,988.0,0.02
2025-03-06 05:00,6.7,34.9,988.0,0.01
2025-03-06 06:00,6.4,37.8,989.0,0.01
2025-03-06 07:00,5.4,37.8,990.0,0.0
2025-03-06 08:00,5.1,35.6,992.0,0.0
2025-03-06 09:00,5.1,36.0,993.0,0.0
2025-03-06 10:00,5.2,37.1,995.0,0.0
2025-03-06 11:00,5.3,37.8,997.0,0.01
2025-03-06 12:00,5.3,37.1,998.0,0.02
2025-03-06 13:00,5.2,37.4,1000.0,0.01
2025-03-06 14:00,4.8,35.6,1002.0,0.04
2025-03-06 15:00,4.5,33.8,1003.0,0.08
2025-03-06 16:00,4.2,31.7,1004.0,0.01
2025-03-06 17:00,4.3,31.7,1005.0,0.0
2025-03-06 18:00,4.0,29.9,1006.0,0.0
2025-03-06 19:00,2.7,27.4,1007.0,0.0
2025-03-06 20:00,2.4,16.9,1008.0,0.01
2025-03-06 21:00,2.0,4.7,1009.0,0.02
2025-03-06 22:00,1.1,5.4,1010.0,0.0
2025-03-06 23:00,1.5,5.4,1011.0,0.0
2025-03-07 00:00,-0.4,6.5,1009.0,0.0
2025-03-07 01:00,-0.4,5.8,1009.0,0.0
2025-03-07 02:00,-0.4,5.4,1008.0,0.0
2025-03-07 03:00,0.9,6.1,1008.0,0.0
2025-03-07 04:00,0.4,5.8,1008.0,0.0
2025-03-07 05:00,-0.1,7.2,1008.0,0.0
2025-03-07 06:00,0.0,6.1,1008.0,0.0
2025-03-07 07:00,0.3,6.8,1008.0,0.12
2025-03-07 08:00,-0.7,6.1,1008.0,0.0
2025-03-07 09:00,0.9,7.2,1007.0,0.0
2025-03-07 10:00,2.7,5.8,1007.0,0.0
2025-03-07 11:00,3.3,4.7,1007.0,0.0
2025-03-07 12:00,3.8,3.6,1008.0,0.0
2025-03-07 13:00,4.2,4.0,1008.0,0.0
2025-03-07 14:00,4.0,3.2,1008.0,0.0
2025-03-07 15:00,3.4,2.9,1009.0,0.0
2025-03-07 16:00,2.0,3.2,1009.0,0.0
2025-03-07 17:00,0.8,1.8,1010.0,0.0
2025-03-07 18:00,0.3,5.8,1010.0,0.0
2025-03-07 19:00,0.6,5.0,1010.0,0.0
2025-03-07 20:00,1.0,3.6,1011.0,0.1
2025-03-07 21:00,1.5,5.0,1011.0,1.85
2025-03-07 22:00,1.8,5.4,1012.0,0.58
2025-03-07 23:00,1.4,1.4,1012.0,0.01
2025-03-08 00:00,3.4,24.1,1012.0,0.02
2025-03-08 01:00,4.0,25.2,1013.0,0.01
2025-03-08 02:00,3.4,23.8,1014.0,0.04
2025-03-08 03:00,3.0,22.3,1014.0,0.07
2025-03-08 04:00,3.2,20.2,1015.0,0.06
2025-03-08 05:00,3.1,17.3,1015.0,0.05
2025-03-08 06:00,2.2,13.0,1016.0,0.03
2025-03-08 07:00,1.7,9.7,1016.0,0.06
2025-03-08 08:00,2.3,8.3,1017.0,0.05
2025-03-08 09:00,2.8,9.0,1018.0,0.04
2025-03-08 10:00,3.1,8.6,1018.0,0.01
2025-03-08 11:00,3.8,7.9,1018.0,0.01
2025-03-08 12:00,4.5,7.2,1018.0,0.0
2025-03-08 13:00,4.6,5.4,1018.0,0.0
2025-03-08 14:00,4.4,2.2,1017.0,0.0
2025-03-08 15:00,4.2,0.7,1017.0,0.0
2025-03-08 16:00,3.7,1.4,1017.0,0.0
2025-03-08 17:00,3.0,2.9,1017.0,0.0
2025-03-08 18:00,2.2,4.3,1017.0,0.0
2025-03-08 19:00,1.3,5.4,1017.0,0.0
2025-03-08 20:00,-0.1,6.1,1016.0,0.0
2025-03-08 21:00,-0.2,5.8,1016.0,0.0
2025-03-08 22:00,-0.1,5.8,1016.0,0.0
2025-03-08 23:00,0.5,5.0,1016.0,0.0
2025-03-09 00:00,-0.2,5.8,1017.0,0.0
2025-03-09 01:00,-1.1,5.0,1017.0,0.0
2025-03-09 02:00,-1.3,4.3,1016.0,0.0
2025-03-09 03:00,-1.4,4.3,1016.0,0.0
2025-03-09 04:00,-1.3,4.0,1015.0,0.0
2025-03-09 05:00,0.3,4.7,1014.0,0.0
2025-03-09 06:00,0.4,4.7,1014.0,0.0
2025-03-09 07:00,0.5,4.7,1014.0,0.0
2025-03-09 08:00,0.6,4.3,1013.0,0.07
2025-03-09 09:00,0.9,4.3,1013.0,0.12
2025-03-09 10:00,1.2,4.7,1013.0,0.12
2025-03-09 11:00,1.4,5.4,1013.0,0.17
2025-03-09 12:00,1.4,6.8,1013.0,0.42
2025-03-09 13:00,1.4,7.6,1012.0,0.5
2025-03-09 14:00,1.3,7.2,1012.0,0.35
2025-03-09 15:00,1.4,7.2,1012.0,0.4
2025-03-09 16:00,1.3,7.2,1012.0,0.31
2025-03-09 17:00,0.8,6.8,1011.0,0.29
2025-03-09 18:00,0.0,6.8,1011.0,0.25
2025-03-09 19:00,-0.4,6.8,1011.0,0.27
2025-03-09 20:00,-1.2,6.5,1012.0,0.19
2025-03-09 21:00,-1.3,6.5,1012.0,0.16
2025-03-09 22:00,-1.4,5.8,1012.0,0.12
2025-03-09 23:00,-1.5,5.4,1012.0,0.16
2025-03-10 00:00,-1.0,7.2,1012.0,0.21
2025-03-10 01:00,-0.8,7.2,1012.0,0.34
2025-03-10 02:00,-0.7,6.8,1012.0,0.46
2025-03-10 03:00,-0.6,6.5,1012.0,0.41
2025-03-10 04:00,-0.7,6.5,1012.0,0.46
2025-03-10 05:00,-0.8,6.8,1012.0,0.45
2025-03-10 06:00,-0.9,6.1,1012.0,0.31
2025-03-10 07:00,-1.4,5.8,1012.0,0.14
2025-03-10 08:00,-1.3,5.0,1012.0,0.16
2025-03-10 09:00,-0.3,5.8,1013.0,0.09
2025-03-10 10:00,0.0,6.1,1013.0,0.11
2025-03-10 11:00,0.2,6.8,1013.0,0.07
2025-03-10 12:00,0.4,7.6,1013.0,0.04
2025-03-10 13:00,0.5,7.6,1013.0,0.02
2025-03-10 14:00,0.5,6.5,1012.0,0.01
2025-03-10 15:00,0.5,6.5,1012.0,0.0
2025-03-10 16:00,0.2,6.5,1012.0,0.0
2025-03-10 17:00,-1.4,4.0,1012.0,0.0
2025-03-10 18:00,-4.1,0.4,1012.0,0.0
2025-03-10 19:00,-5.4,1.8,1012.0,0.0
2025-03-10 20:00,-6.6,4.0,1012.0,0.0
2025-03-10 21:00,-7.2,5.0,1012.0,0.0
2025-03-10 22:00,-7.6,5.8,1012.0,0.0
2025-03-10 23:00,-7.6,5.4,1012.0,0.0
2025-03-11 00:00,-6.5,5.0,1012.0,0.0
2025-03-11 01:00,-6.7,4.7,1012.0,0.0
2025-03-11 02:00,-7.8,5.0,1011.0,0.0
2025-03-11 03:00,-7.5,4.3,1011.0,0.0
2025-03-11 04:00,-7.1,3.6,1010.0,0.0
2025-03-11 05:00,-7.0,3.6,1010.0,0.0
2025-03-11 06:00,-6.4,4.0,1010.0,0.0
2025-03-11 07:00,-6.8,3.6,1010.0,0.0
2025-03-11 08:00,-6.3,3.6,1010.0,0.0
2025-03-11 09:00,-4.5,3.2,1010.0,0.0
2025-03-11 10:00,-2.9,4.3,1010.0,0.0
2025-03-11 11:00,-2.0,5.0,1010.0,0.0
2025-03-11 12:00,-1.3,6.1,1009.0,0.0
2025-03-11 13:00,-0.8,6.8,1009.0,0.0
2025-03-11 14:00,-0.5,8.3,1008.0,0.0
2025-03-11 15:00,-0.5,8.6,1008.0,0.0
2025-03-11 16:00,-1.3,7.2,1008.0,0.0
2025-03-11 17:00,-3.2,5.0,1009.0,0.0
2025-03-11 18:00,-6.2,5.8,1010.0,0.0
2025-03-11 19:00,-7.4,6.8,1010.0,0.0
2025-03-11 20:00,-8.2,7.6,1011.0,0.0
2025-03-11 21:00,-8.5,7.2,1011.0,0.0
2025-03-11 22:00,-8.5,7.2,1011.0,0.0
2025-03-11 23:00,-8.0,7.2,1011.0,0.0
2025-03-12 00:00,-9.7,5.0,1007.0,0.0
2025-03-12 01:00,-9.9,4.7,1007.0,0.0
2025-03-12 02:00,-9.6,5.0,1007.0,0.0
2025-03-12 03:00,-9.8,5.0,1007.0,0.0
2025-03-12 04:00,-10.3,5.0,1007.0,0.0
2025-03-12 05:00,-10.4,5.4,1007.0,0.0
2025-03-12 06:00,-10.5,5.4,1007.0,0.0
2025-03-12 07:00,-10.6,5.4,1007.0,0.0
2025-03-12 08:00,-9.0,5.0,1006.0,0.0
2025-03-12 09:00,-7.2,4.0,1006.0,0.0
2025-03-12 10:00,-4.5,2.5,1006.0,0.0
2025-03-12 11:00,-2.4,2.2,1005.0,0.0
2025-03-12 12:00,-1.4,1.8,1005.0,0.0
2025-03-12 13:00,-0.7,2.2,1005.0,0.0
2025-03-12 14:00,-0.3,2.2,1004.0,0.0
2025-03-12 15:00,-0.7,1.8,1004.0,0.0
2025-03-12 16:00,-2.2,1.8,1004.0,0.0
2025-03-12 17:00,-3.5,2.5,1004.0,0.0
2025-03-12 18:00,-5.7,2.5,1004.0,0.0
2025-03-12 19:00,-6.5,3.6,1005.0,0.0
2025-03-12 20:00,-6.2,4.3,1005.0,0.0
2025-03-12 21:00,-6.1,5.0,1005.0,0.0
2025-03-12 22:00,-6.2,5.4,1005.0,0.0
2025-03-12 23:00,-6.5,5.4,1005.0,0.0
2025-03-13 00:00,-10.2,5.8,1006.0,0.0
2025-03-13 01:00,-10.5,5.4,1006.0,0.0
2025-03-13 02:00,-10.7,5.0,1006.0,0.0
2025-03-13 03:00,-11.0,5.0,1006.0,0.0
2025-03-13 04:00,-11.3,5.0,1006.0,0.0
2025-03-13 05:00,-11.4,5.0,1006.0,0.0
2025-03-13 06:00,-11.7,5.0,1006.0,0.0
2025-03-13 07:00,-11.8,5.0,1006.0,0.0
2025-03-13 08:00,-10.2,4.0,1006.0,0.0
2025-03-13 09:00,-7.8,2.9,1006.0,0.0
2025-03-13 10:00,-5.5,1.8,1006.0,0.0
2025-03-13 11:00,-3.9,0.4,1006.0,0.0
2025-03-13 12:00,-3.1,1.1,1006.0,0.0
2025-03-13 13:00,-2.5,2.2,1006.0,0.0
2025-03-13 14:00,-2.2,2.5,1005.0,0.0
2025-03-13 15:00,-2.2,2.2,1005.0,0.0
2025-03-13 16:00,-2.5,2.2,1005.0,0.0
2025-03-13 17:00,-3.5,2.2,1005.0,0.0
2025-03-13 18:00,-6.0,3.2,1005.0,0.0
2025-03-13 19:00,-7.3,5.0,1006.0,0.0
2025-03-13 20:00,-7.7,6.1,1007.0,0.0
2025-03-13 21:00,-7.9,6.8,1007.0,0.0
2025-03-13 22:00,-7.8,7.2,1007.0,0.0
2025-03-13 23:00,-7.4,7.6,1007.0,0.0
2025-03-14 00:00,-2.4,7.6,1004.0,0.45
2025-03-14 01:00,-1.3,6.1,1004.0,0.27
2025-03-14 02:00,-2.3,5.0,1005.0,0.12
2025-03-14 03:00,-2.5,5.4,1006.0,0.18
2025-03-14 04:00,-2.8,5.0,1006.0,0.08
2025-03-14 05:00,-3.9,3.2,1007.0,0.04
2025-03-14 06:00,-4.6,1.4,1007.0,0.01
2025-03-14 07:00,-4.9,2.2,1008.0,0.0
2025-03-14 08:00,-3.7,2.5,1009.0,0.0
2025-03-14 09:00,-2.0,2.9,1009.0,0.01
2025-03-14 10:00,-1.4,4.7,1010.0,0.12
2025-03-14 11:00,-1.1,4.0,1010.0,0.22
2025-03-14 12:00,-0.0,7.2,1010.0,0.09
2025-03-14 13:00,0.6,10.4,1011.0,0.12
2025-03-14 14:00,0.9,12.6,1011.0,0.13
2025-03-14 15:00,1.0,14.4,1011.0,0.15
2025-03-14 16:00,0.6,14.8,1011.0,0.13
2025-03-14 17:00,0.2,15.1,1012.0,0.11
2025-03-14 18:00,-0.3,15.8,1012.0,0.06
2025-03-14 19:00,-0.1,16.6,1012.0,0.01
2025-03-14 20:00,-0.3,19.4,1012.0,0.01
2025-03-14 21:00,-0.4,22.3,1012.0,0.05
2025-03-14 22:00,-0.4,24.1,1012.0,0.15
2025-03-14 23:00,-0.6,24.5,1012.0,0.28
2025-03-15 00:00,-1.0,26.3,1010.0,0.26
2025-03-15 01:00,-0.9,27.0,1010.0,0.26
2025-03-15 02:00,-0.6,28.4,1010.0,0.28
2025-03-15 03:00,-0.4,30.6,1009.0,0.25
2025-03-15 04:00,0.3,31.3,1009.0,0.17
2025-03-15 05:00,0.8,32.0,1008.0,0.18
2025-03-15 06:00,1.2,32.8,1008.0,0.26
2025-03-15 07:00,1.7,32.8,1008.0,0.32
2025-03-15 08:00,2.3,33.1,1008.0,0.13
2025-03-15 09:00,2.8,33.8,1008.0,0.04
2025-03-15 10:00,3.2,34.2,1008.0,0.02
2025-03-15 11:00,3.6,33.8,1007.0,0.03
2025-03-15 12:00,3.9,32.8,1007.0,0.08
2025-03-15 13:00,4.1,32.0,1007.0,0.04
2025-03-15 14:00,3.7,34.2,1006.0,0.07
2025-03-15 15:00,3.3,35.6,1006.0,0.95
2025-03-15 16:00,3.2,27.7,1007.0,0.42
2025-03-15 17:00,2.9,28.8,1007.0,0.63
2025-03-15 18:00,1.9,32.8,1007.0,0.73
2025-03-15 19:00,2.2,29.5,1008.0,0.08
2025-03-15 20:00,2.2,30.2,1009.0,0.05
2025-03-15 21:00,1.7,31.3,1010.0,0.86
2025-03-15 22:00,0.9,20.9,1011.0,1.16
2025-03-15 23:00,0.6,11.5,1012.0,0.9
2025-03-16 00:00,-4.4,15.8,1016.0,0.21
2025-03-16 01:00,-4.6,16.9,1017.0,0.27
2025-03-16 02:00,-4.3,16.9,1018.0,0.19
2025-03-16 03:00,-4.4,18.4,1018.0,0.16
2025-03-16 04:00,-4.1,17.6,1019.0,0.14
2025-03-16 05:00,-4.1,17.3,1020.0,0.13
2025-03-16 06:00,-4.3,15.1,1020.0,0.1
2025-03-16 07:00,-4.2,10.8,1021.0,0.02
2025-03-16 08:00,-4.1,14.0,1022.0,0.15
2025-03-16 09:00,-1.5,16.9,1022.0,0.24
2025-03-16 10:00,-0.7,19.1,1023.0,0.32
2025-03-16 11:00,-0.4,19.4,1023.0,0.42
2025-03-16 12:00,0.6,18.4,1024.0,0.25
2025-03-16 13:00,0.9,20.9,1025.0,0.31
2025-03-16 14:00,1.0,17.6,1025.0,0.3
2025-03-16 15:00,0.9,18.7,1026.0,0.26
2025-03-16 16:00,0.6,15.8,1026.0,0.2
2025-03-16 17:00,-0.1,13.7,1027.0,0.19
2025-03-16 18:00,-2.2,5.0,1027.0,0.06
2025-03-16 19:00,-3.6,3.6,1028.0,0.02
2025-03-16 20:00,-3.9,4.7,1029.0,0.03
2025-03-16 21:00,-4.0,5.4,1029.0,0.02
2025-03-16 22:00,-3.9,6.8,1029.0,0.01
2025-03-16 23:00,-2.8,7.6,1029.0,0.1
