Tidspunkt,Temperatur (°C),Vindhastighet (km/t),Trykk,Nedbør (mm)
2025-02-14 19:00,-1.6,9.4,1025.0,0.0
2025-02-14 20:00,-2.8,8.5,1026.0,0.0
2025-02-14 21:00,-2.2,7.5,1026.0,0.2
2025-02-14 22:00,-1.7,6.3,1026.0,0.4
2025-02-14 23:00,-2.0,7.1,1026.0,0.1
2025-02-15 00:00,-2.2,12.7,1027.0,0.1
2025-02-15 01:00,-3.0,15.1,1027.0,0.1
2025-02-15 02:00,-3.3,15.5,1027.0,0.5
2025-02-15 03:00,-4.0,17.9,1028.0,0.0
2025-02-15 04:00,-4.7,13.0,1029.0,0.0
2025-02-15 05:00,-5.1,13.3,1030.0,0.0
2025-02-15 06:00,-5.7,12.2,1031.0,0.0
2025-02-15 07:00,-6.2,7.6,1032.0,0.0
2025-02-15 08:00,-7.1,6.5,1033.0,0.0
2025-02-15 09:00,-7.4,6.1,1034.0,0.0
2025-02-15 10:00,-7.7,5.0,1034.0,0.0
2025-02-15 11:00,-6.5,3.6,1034.0,0.0
2025-02-15 12:00,-5.8,2.2,1034.0,0.0
2025-02-15 13:00,-5.4,1.8,1034.0,0.0
2025-02-15 14:00,-5.2,1.8,1034.0,0.0
2025-02-15 15:00,-5.3,0.7,1034.0,0.0
2025-02-15 16:00,-5.2,2.9,1034.0,0.0
2025-02-15 17:00,-6.2,5.4,1034.0,0.0
2025-02-15 18:00,-7.1,7.2,1034.0,0.0
2025-02-15 19:00,-7.8,7.2,1034.0,0.0
2025-02-15 20:00,-8.2,7.9,1034.0,0.0
2025-02-15 21:00,-8.6,7.9,1034.0,0.0
2025-02-15 22:00,-9.1,7.9,1034.0,0.0
2025-02-15 23:00,-9.3,7.6,1034.0,0.0
2025-02-16 00:00,-9.5,7.6,1033.0,0.0
2025-02-16 01:00,-9.3,7.6,1032.0,0.0
2025-02-16 02:00,-7.8,7.2,1032.0,0.0
2025-02-16 03:00,-7.4,6.8,1031.0,0.0
2025-02-16 04:00,-7.3,6.5,1031.0,0.0
2025-02-16 05:00,-6.7,6.1,1030.0,0.0
2025-02-16 06:00,-7.1,6.5,1029.0,0.0
2025-02-16 07:00,-5.5,6.5,1029.0,0.0
2025-02-16 08:00,-5.0,6.5,1028.0,0.0
2025-02-16 09:00,-4.3,6.1,1028.0,0.0
2025-02-16 10:00,-4.8,6.5,1028.0,0.3
2025-02-16 11:00,-3.9,6.5,1027.0,0.2
2025-02-16 12:00,-2.9,5.8,1026.0,0.0
2025-02-16 13:00,-2.3,6.5,1026.0,0.3
2025-02-16 14:00,-1.7,13.8,1025.0,0.6
2025-02-16 15:00,-1.5,13.5,1025.0,0.3
2025-02-16 16:00,-1.6,17.9,1024.0,0.2
2025-02-16 17:00,-1.8,19.7,1024.0,0.4
2025-02-16 18:00,-2.6,16.9,1023.0,0.5
2025-02-16 19:00,-2.1,18.6,1023.0,0.6
2025-02-16 20:00,-1.7,14.4,1022.0,0.1
2025-02-16 21:00,-1.7,17.6,1022.0,0.3
2025-02-16 22:00,-1.8,16.3,1022.0,1.5
2025-02-16 23:00,-1.9,13.2,1022.0,1.8
2025-02-17 00:00,-1.7,10.9,1023.0,0.7
2025-02-17 01:00,-1.4,6.8,1022.0,0.0
2025-02-17 02:00,-0.5,6.8,1023.0,0.1
2025-02-17 03:00,-0.7,5.4,1023.0,0.3
2025-02-17 04:00,-1.9,4.0,1023.0,0.3
2025-02-17 05:00,-2.0,8.4,1023.0,0.4
2025-02-17 06:00,-2.0,10.4,1022.0,0.9
2025-02-17 07:00,-2.2,11.1,1022.0,1.1
2025-02-17 08:00,-2.4,11.2,1023.0,0.1
2025-02-17 09:00,-1.7,11.1,1023.0,0.0
2025-02-17 10:00,-1.2,12.0,1023.0,0.0
2025-02-17 11:00,-0.6,13.7,1023.0,0.0
2025-02-17 12:00,-0.1,12.7,1023.0,0.0
2025-02-17 13:00,0.3,13.9,1024.0,0.0
2025-02-17 14:00,0.5,17.6,1023.0,0.0
2025-02-17 15:00,0.1,17.6,1024.0,0.0
2025-02-17 16:00,-0.3,15.0,1024.0,0.1
2025-02-17 17:00,-0.1,15.8,1024.0,1.7
2025-02-17 18:00,-0.4,12.9,1025.0,0.2
2025-02-17 19:00,-1.0,19.1,1025.0,0.0
2025-02-17 20:00,-0.5,17.9,1025.0,0.1
2025-02-17 21:00,-0.7,13.8,1025.0,0.1
2025-02-17 22:00,-0.4,13.5,1025.0,0.1
2025-02-17 23:00,-0.5,14.5,1025.0,0.1
2025-02-18 00:00,-0.5,12.9,1024.0,0.0
2025-02-18 01:00,-0.5,13.1,1024.0,0.0
2025-02-18 02:00,-0.4,13.6,1025.0,0.1
2025-02-18 03:00,-0.6,16.7,1025.0,1.2
2025-02-18 04:00,0.0,10.7,1025.0,0.3
2025-02-18 05:00,-0.7,9.5,1026.0,0.3
2025-02-18 06:00,-1.2,9.8,1026.0,1.9
2025-02-18 07:00,-1.0,10.9,1026.0,2.3
2025-02-18 08:00,-1.3,10.0,1026.0,1.3
2025-02-18 09:00,-1.1,6.1,1027.0,1.2
2025-02-18 10:00,-0.3,6.8,1027.0,0.9
2025-02-18 11:00,-0.4,7.2,1027.0,0.2
2025-02-18 12:00,0.1,7.9,1028.0,0.0
2025-02-18 13:00,0.5,8.6,1028.0,0.6
2025-02-18 14:00,0.5,11.7,1028.0,0.2
2025-02-18 15:00,0.3,11.0,1028.0,0.1
2025-02-18 16:00,0.5,10.2,1029.0,0.1
2025-02-18 17:00,0.6,9.5,1029.0,0.4
2025-02-18 18:00,0.4,10.0,1029.0,0.3
2025-02-18 19:00,0.1,6.1,1029.0,0.0
2025-02-18 20:00,-0.5,6.8,1029.0,0.0
2025-02-18 21:00,-0.9,6.8,1030.0,0.0
2025-02-18 22:00,-1.4,7.2,1029.0,0.0
2025-02-18 23:00,-1.7,7.6,1029.0,0.0
2025-02-19 00:00,-2.0,6.1,1029.0,0.0
2025-02-19 01:00,-2.6,6.5,1029.0,0.0
2025-02-19 02:00,-1.7,7.2,1029.0,0.0
2025-02-19 03:00,-2.3,7.2,1029.0,0.0
2025-02-19 04:00,-3.3,7.2,1029.0,0.0
2025-02-19 05:00,-4.5,7.2,1029.0,0.0
2025-02-19 06:00,-5.2,7.6,1028.0,0.0
2025-02-19 07:00,-5.8,7.6,1029.0,0.0
2025-02-19 08:00,-5.7,6.8,1028.0,0.0
2025-02-19 09:00,-6.2,5.8,1028.0,0.0
2025-02-19 10:00,-6.0,5.0,1028.0,0.0
2025-02-19 11:00,-4.5,4.7,1028.0,0.0
2025-02-19 12:00,-3.3,2.9,1027.0,0.0
2025-02-19 13:00,-2.5,1.8,1027.0,0.0
2025-02-19 14:00,-2.1,2.5,1027.0,0.0
2025-02-19 15:00,-2.0,4.0,1027.0,0.0
2025-02-19 16:00,-2.0,4.7,1026.0,0.0
2025-02-19 17:00,-3.9,5.4,1026.0,0.0
2025-02-19 18:00,-5.9,6.8,1026.0,0.0
2025-02-19 19:00,-7.1,7.9,1025.0,0.0
2025-02-19 20:00,-6.2,8.3,1025.0,0.0
2025-02-19 21:00,-6.2,7.9,1025.0,0.0
2025-02-19 22:00,-6.9,7.6,1025.0,0.0
2025-02-19 23:00,-7.5,7.6,1025.0,0.0
2025-02-20 00:00,-7.2,8.3,1024.0,0.0
2025-02-20 01:00,-7.0,8.6,1024.0,0.0
2025-02-20 02:00,-7.5,8.6,1024.0,0.0
2025-02-20 03:00,-7.5,8.3,1023.0,0.0
2025-02-20 04:00,-7.5,7.9,1022.0,0.0
2025-02-20 05:00,-7.6,7.9,1021.0,0.0
2025-02-20 06:00,-7.5,8.3,1020.0,0.0
2025-02-20 07:00,-8.2,7.6,1019.0,0.0
2025-02-20 08:00,-8.3,7.6,1018.0,0.0
2025-02-20 09:00,-7.4,7.6,1018.0,0.0
2025-02-20 10:00,-5.9,7.2,1017.0,0.0
2025-02-20 11:00,-4.2,6.8,1016.0,0.0
2025-02-20 12:00,-2.8,6.8,1015.0,0.0
2025-02-20 13:00,-2.1,7.2,1014.0,0.0
2025-02-20 14:00,-1.7,6.5,1013.0,0.0
2025-02-20 15:00,-1.6,6.5,1012.0,0.0
2025-02-20 16:00,-1.0,7.2,1011.0,0.0
2025-02-20 17:00,-1.4,8.3,1011.0,0.0
2025-02-20 18:00,-1.5,8.6,1010.0,0.0
2025-02-20 19:00,-0.7,9.0,1008.0,0.0
2025-02-20 20:00,-0.4,9.0,1008.0,0.0
2025-02-20 21:00,-0.6,9.4,1006.0,0.0
2025-02-20 22:00,-0.2,9.4,1006.0,0.0
2025-02-20 23:00,-0.1,8.6,1005.0,0.0
2025-02-21 00:00,0.3,8.6,1004.0,0.0
2025-02-21 01:00,0.5,11.3,1004.0,0.0
2025-02-21 02:00,2.1,8.6,1004.0,0.0
2025-02-21 03:00,1.5,10.5,1003.0,0.7
2025-02-21 04:00,1.8,8.9,1003.0,0.8
2025-02-21 05:00,1.9,9.3,1004.0,1.4
2025-02-21 06:00,2.0,6.1,1004.0,0.6
2025-02-21 07:00,2.1,6.1,1005.0,0.0
2025-02-21 08:00,2.1,6.1,1006.0,0.0
2025-02-21 09:00,2.2,6.1,1008.0,0.0
2025-02-21 10:00,2.3,7.2,1008.0,0.0
2025-02-21 11:00,3.0,6.5,1009.0,0.0
2025-02-21 12:00,3.6,6.8,1009.0,0.0
2025-02-21 13:00,3.7,6.5,1009.0,0.0
2025-02-21 14:00,3.9,11.1,1009.0,0.0
2025-02-21 15:00,3.5,11.3,1009.0,0.0
2025-02-21 16:00,2.9,12.0,1008.0,0.0
2025-02-21 17:00,1.9,13.8,1008.0,0.0
2025-02-21 18:00,1.5,15.8,1007.0,0.0
2025-02-21 19:00,1.9,14.5,1005.0,0.0
2025-02-21 20:00,2.2,9.4,1004.0,0.0
2025-02-21 21:00,3.1,10.8,1003.0,0.0
2025-02-21 22:00,4.2,15.1,1002.0,0.0
2025-02-21 23:00,4.7,14.2,1002.0,0.0
2025-02-22 00:00,4.7,13.4,1001.0,0.0
2025-02-22 01:00,4.9,13.2,1000.0,0.0
2025-02-22 02:00,5.8,15.8,1000.0,0.0
2025-02-22 03:00,6.2,20.8,1000.0,0.0
2025-02-22 04:00,6.3,28.0,1000.0,0.0
2025-02-22 05:00,5.9,24.9,1001.0,0.0
2025-02-22 06:00,5.7,21.8,1002.0,0.0
2025-02-22 07:00,5.4,17.5,1003.0,0.0
2025-02-22 08:00,5.0,11.7,1004.0,0.0
2025-02-22 09:00,5.0,5.0,1005.0,0.0
2025-02-22 10:00,5.2,5.4,1005.0,0.0
2025-02-22 11:00,5.5,5.4,1005.0,0.0
2025-02-22 12:00,6.0,5.8,1005.0,0.0
2025-02-22 13:00,6.5,5.8,1005.0,0.0
2025-02-22 14:00,6.7,5.8,1005.0,0.0
2025-02-22 15:00,6.1,9.4,1005.0,0.0
2025-02-22 16:00,5.5,8.5,1004.0,0.2
2025-02-22 17:00,5.0,5.4,1005.0,0.4
2025-02-22 18:00,4.9,5.4,1005.0,0.5
2025-02-22 19:00,4.7,5.4,1005.0,0.5
2025-02-22 20:00,4.4,5.0,1005.0,0.4
2025-02-22 21:00,4.2,6.1,1005.0,0.2
2025-02-22 22:00,4.1,3.2,1005.0,0.1
2025-02-22 23:00,3.7,3.2,1006.0,0.1
2025-02-23 00:00,3.7,4.7,1007.0,0.0
2025-02-23 01:00,2.6,4.7,1007.0,0.1
2025-02-23 02:00,2.1,5.0,1008.0,0.0
2025-02-23 03:00,1.9,5.0,1008.0,0.0
2025-02-23 04:00,1.7,4.7,1009.0,0.0
2025-02-23 05:00,1.4,5.4,1009.0,0.0
2025-02-23 06:00,1.4,5.4,1010.0,0.0
2025-02-23 07:00,1.0,5.4,1011.0,0.0
2025-02-23 08:00,1.8,5.4,1012.0,0.0
2025-02-23 09:00,2.2,6.5,1012.0,0.0
2025-02-23 10:00,2.2,5.4,1013.0,0.0
2025-02-23 11:00,2.8,4.7,1013.0,0.0
2025-02-23 12:00,3.5,3.2,1013.0,0.0
2025-02-23 13:00,4.3,5.4,1013.0,0.0
2025-02-23 14:00,5.6,4.3,1013.0,0.0
2025-02-23 15:00,5.3,4.3,1012.0,0.0
2025-02-23 16:00,4.6,6.1,1012.0,0.0
2025-02-23 17:00,3.7,7.2,1011.0,0.0
2025-02-23 18:00,3.3,11.3,1010.0,0.0
2025-02-23 19:00,3.2,10.5,1009.0,0.0
2025-02-23 20:00,3.5,8.3,1008.0,0.0
2025-02-23 21:00,3.5,9.0,1007.0,0.0
2025-02-23 22:00,3.5,9.0,1007.0,0.0
2025-02-23 23:00,3.6,9.4,1006.0,0.0
2025-02-24 00:00,3.6,17.3,1004.0,0.1
2025-02-24 01:00,3.7,25.1,1003.0,0.2
2025-02-24 02:00,4.1,16.7,1002.0,0.5
2025-02-24 03:00,4.7,17.6,1001.0,0.4
2025-02-24 04:00,5.6,20.9,1000.0,0.1
2025-02-24 05:00,6.1,22.5,999.0,0.0
2025-02-24 06:00,6.2,31.6,998.0,0.0
2025-02-24 07:00,5.9,28.5,998.0,0.0
2025-02-24 08:00,5.2,22.7,998.0,0.0
2025-02-24 09:00,5.8,17.7,999.0,0.0
2025-02-24 10:00,5.5,13.3,999.0,0.0
2025-02-24 11:00,5.9,12.2,999.0,0.0
2025-02-24 12:00,5.5,12.8,999.0,0.0
2025-02-24 13:00,5.9,12.5,999.0,0.0
2025-02-24 14:00,6.3,20.3,1000.0,0.0
2025-02-24 15:00,7.1,23.9,1000.0,0.0
2025-02-24 16:00,6.3,20.5,999.0,0.0
2025-02-24 17:00,5.6,19.1,999.0,0.0
2025-02-24 18:00,5.2,20.5,1000.0,0.0
2025-02-24 19:00,5.0,21.0,1000.0,0.0
2025-02-24 20:00,4.8,21.5,1000.0,0.0
2025-02-24 21:00,4.7,19.8,1000.0,0.0
2025-02-24 22:00,4.4,14.2,1000.0,0.0
2025-02-24 23:00,4.3,12.0,1000.0,0.0
2025-02-25 00:00,4.1,6.5,1000.0,0.0
2025-02-25 01:00,3.9,5.4,1000.0,0.0
2025-02-25 02:00,3.9,5.4,1000.0,0.0
2025-02-25 03:00,3.4,5.8,1000.0,0.0
2025-02-25 04:00,2.9,6.1,1001.0,0.0
2025-02-25 05:00,2.4,5.4,1001.0,0.0
2025-02-25 06:00,2.2,5.4,1001.0,0.0
2025-02-25 07:00,1.9,4.7,1001.0,0.0
2025-02-25 08:00,1.6,5.4,1002.0,0.0
2025-02-25 09:00,2.1,4.3,1002.0,0.0
2025-02-25 10:00,3.1,3.6,1002.0,0.0
2025-02-25 11:00,4.1,3.2,1002.0,0.0
2025-02-25 12:00,4.6,3.2,1002.0,0.0
2025-02-25 13:00,5.2,4.0,1001.0,0.0
2025-02-25 14:00,5.9,5.0,1001.0,0.0
2025-02-25 15:00,5.5,4.3,1001.0,0.0
2025-02-25 16:00,4.8,6.1,1001.0,0.0
2025-02-25 17:00,3.9,10.2,1001.0,0.0
2025-02-25 18:00,3.1,10.1,1001.0,0.0
2025-02-25 19:00,2.6,6.5,1001.0,0.0
2025-02-25 20:00,2.5,7.6,1001.0,0.0
2025-02-25 21:00,2.3,6.8,1002.0,0.0
2025-02-25 22:00,2.1,6.8,1002.0,0.0
2025-02-25 23:00,1.5,7.2,1002.0,0.0
2025-02-26 00:00,1.2,5.8,1002.0,0.0
2025-02-26 01:00,0.8,5.8,1002.0,0.0
2025-02-26 02:00,1.1,6.1,1003.0,0.0
2025-02-26 03:00,0.8,5.8,1003.0,0.0
2025-02-26 04:00,0.7,5.0,1003.0,0.0
2025-02-26 05:00,1.0,5.4,1003.0,0.0
2025-02-26 06:00,1.0,4.7,1004.0,0.1
2025-02-26 07:00,1.1,6.5,1004.0,0.0
2025-02-26 08:00,1.4,5.0,1004.0,0.0
2025-02-26 09:00,1.9,2.2,1005.0,0.0
2025-02-26 10:00,2.5,3.2,1006.0,0.0
2025-02-26 11:00,2.1,4.3,1006.0,0.0
2025-02-26 12:00,2.6,2.5,1007.0,0.0
2025-02-26 13:00,2.9,1.1,1007.0,0.0
2025-02-26 14:00,4.2,1.1,1008.0,0.0
2025-02-26 15:00,3.7,1.8,1008.0,0.0
2025-02-26 16:00,1.9,4.3,1008.0,0.0
2025-02-26 17:00,1.3,1.8,1009.0,0.1
2025-02-26 18:00,2.1,2.2,1009.0,0.5
2025-02-26 19:00,1.6,3.6,1009.0,0.2
2025-02-26 20:00,1.3,4.0,1010.0,0.2
2025-02-26 21:00,1.0,3.2,1010.0,0.1
2025-02-26 22:00,0.7,3.2,1010.0,0.0
2025-02-26 23:00,0.5,3.2,1011.0,0.0
2025-02-27 00:00,0.3,4.7,1010.0,0.0
2025-02-27 01:00,-0.1,5.0,1010.0,0.0
2025-02-27 02:00,0.2,5.4,1010.0,0.5
2025-02-27 03:00,-0.1,5.0,1010.0,0.2
2025-02-27 04:00,-0.4,4.0,1009.0,0.0
2025-02-27 05:00,-0.5,3.6,1010.0,0.0
2025-02-27 06:00,-1.0,4.3,1010.0,0.0
2025-02-27 07:00,-1.5,8.0,1010.0,0.0
2025-02-27 08:00,-1.8,5.4,1010.0,0.0
2025-02-27 09:00,-1.0,5.0,1011.0,0.0
2025-02-27 10:00,-0.4,5.4,1011.0,0.0
2025-02-27 11:00,1.0,4.7,1010.0,0.0
2025-02-27 12:00,1.8,7.2,1012.0,0.0
2025-02-27 13:00,2.6,3.6,1013.0,0.0
2025-02-27 14:00,1.3,4.3,1013.0,0.0
2025-02-27 15:00,1.6,6.1,1013.0,0.0
2025-02-27 16:00,2.0,5.4,1013.0,0.0
2025-02-27 17:00,2.6,6.1,1013.0,0.0
2025-02-27 18:00,2.3,6.8,1014.0,0.0
2025-02-27 19:00,2.4,7.9,1015.0,0.0
2025-02-27 20:00,1.8,8.3,1015.0,1.2
2025-02-27 21:00,2.1,7.6,1016.0,0.0
2025-02-27 22:00,0.9,7.2,1016.0,0.0
2025-02-27 23:00,0.6,6.8,1016.0,0.0
2025-02-28 00:00,0.8,7.9,1019.0,0.0
2025-02-28 01:00,0.5,7.9,1019.0,0.0
2025-02-28 02:00,-3.4,7.9,1019.0,0.0
2025-02-28 03:00,-3.6,7.6,1019.0,0.0
2025-02-28 04:00,-3.9,7.2,1019.0,0.0
2025-02-28 05:00,-4.0,6.8,1019.0,0.0
2025-02-28 06:00,-4.2,6.8,1019.0,0.0
2025-02-28 07:00,-3.7,7.2,1019.0,0.0
2025-02-28 08:00,-3.7,7.2,1019.0,0.0
2025-02-28 09:00,-2.8,7.2,1019.0,0.0
2025-02-28 10:00,-1.1,6.5,1019.0,0.0
2025-02-28 11:00,-0.2,5.8,1019.0,0.0
2025-02-28 12:00,0.9,6.1,1019.0,0.02
2025-02-28 13:00,0.9,4.7,1020.0,0.02
2025-02-28 14:00,0.9,5.8,1019.0,0.0
2025-02-28 15:00,0.8,3.2,1019.0,0.02
2025-02-28 16:00,-0.0,2.2,1020.0,0.33
2025-02-28 17:00,-0.3,5.4,1020.0,0.19
2025-02-28 18:00,-0.5,5.8,1020.0,0.92
2025-02-28 19:00,-0.3,7.6,1021.0,0.85
2025-02-28 20:00,-0.8,7.2,1021.0,0.58
2025-02-28 21:00,-0.1,6.8,1021.0,0.73
2025-02-28 22:00,0.4,7.2,1021.0,0.83
2025-02-28 23:00,-0.3,7.9,1021.0,1.54
2025-03-01 00:00,1.7,8.3,1023.0,0.2
2025-03-01 01:00,1.9,7.6,1022.0,0.5
2025-03-01 02:00,1.8,6.8,1022.0,0.0
2025-03-01 03:00,1.7,7.2,1022.0,0.0
2025-03-01 04:00,1.3,6.5,1021.0,0.0
2025-03-01 05:00,0.6,6.1,1021.0,0.0
2025-03-01 06:00,0.5,6.5,1020.0,0.0
2025-03-01 07:00,0.6,6.8,1020.0,0.0
2025-03-01 08:00,0.9,6.8,1019.0,0.0
2025-03-01 09:00,1.5,6.8,1019.0,0.0
2025-03-01 10:00,2.3,6.8,1018.0,0.0
2025-03-01 11:00,3.3,6.1,1018.0,0.0
2025-03-01 12:00,3.4,6.5,1018.0,0.1
2025-03-01 13:00,3.2,3.2,1018.0,0.1
2025-03-01 14:00,3.1,6.5,1018.0,0.0
2025-03-01 15:00,3.7,13.0,1018.0,0.0
2025-03-01 16:00,4.5,14.4,1018.0,0.0
2025-03-01 17:00,3.9,13.3,1017.0,0.0
2025-03-01 18:00,3.0,15.4,1017.0,0.0
2025-03-01 19:00,3.1,16.1,1016.0,0.0
2025-03-01 20:00,3.0,16.2,1016.0,0.0
2025-03-01 21:00,2.4,12.2,1015.0,0.7
2025-03-01 22:00,1.8,11.2,1015.0,0.1
2025-03-01 23:00,1.5,15.4,1014.0,0.8
2025-03-02 00:00,1.7,13.0,1014.0,1.0
2025-03-02 01:00,2.1,14.8,1012.0,0.9
2025-03-02 02:00,2.5,16.6,1011.0,0.7
2025-03-02 03:00,2.3,15.5,1010.0,1.9
2025-03-02 04:00,2.2,22.1,1009.0,0.5
2025-03-02 05:00,2.1,24.1,1008.0,1.5
2025-03-02 06:00,2.4,30.3,1007.0,2.9
2025-03-02 07:00,2.3,30.2,1007.0,3.0
2025-03-02 08:00,2.9,30.2,1007.0,3.37
2025-03-02 09:00,3.6,23.0,1008.0,4.38
2025-03-02 10:00,3.2,22.0,1009.0,3.7
2025-03-02 11:00,3.9,24.1,1008.0,3.6
2025-03-02 12:00,4.5,28.8,1009.0,3.0
2025-03-02 13:00,4.7,31.7,1008.0,2.6
2025-03-02 14:00,5.2,31.3,1008.0,1.2
2025-03-02 15:00,5.6,28.5,1007.0,1.8
2025-03-02 16:00,5.6,28.4,1007.0,1.4
2025-03-02 17:00,4.8,26.4,1006.0,1.0
2025-03-02 18:00,4.4,26.1,1006.0,1.0
2025-03-02 19:00,4.5,27.8,1006.0,1.0
2025-03-02 20:00,5.0,28.0,1005.0,0.4
2025-03-02 21:00,4.9,31.0,1005.0,0.1
2025-03-02 22:00,4.6,29.5,1005.0,0.3
2025-03-02 23:00,4.5,28.8,1004.0,0.2
2025-03-03 00:00,4.6,23.8,1002.0,0.5
2025-03-03 01:00,4.2,21.2,1001.0,0.2
2025-03-03 02:00,3.8,21.6,1001.0,0.8
2025-03-03 03:00,3.9,24.1,1001.0,1.3
2025-03-03 04:00,3.2,27.7,1001.0,1.6
2025-03-03 05:00,3.4,22.0,1001.0,1.1
2025-03-03 06:00,3.4,19.1,1001.0,0.0
2025-03-03 07:00,3.4,14.8,1001.0,0.0
2025-03-03 08:00,3.2,14.4,1000.0,0.0
2025-03-03 09:00,3.2,15.5,1000.0,0.0
2025-03-03 10:00,3.6,22.3,999.0,0.3
2025-03-03 11:00,2.9,26.6,1000.0,2.46
2025-03-03 12:00,2.5,26.3,1000.0,0.9
2025-03-03 13:00,3.0,32.1,999.0,0.1
2025-03-03 14:00,2.4,30.6,998.0,1.2
2025-03-03 15:00,3.1,29.2,999.0,0.6
2025-03-03 16:00,2.8,24.8,998.0,0.5
2025-03-03 17:00,2.6,23.0,998.0,0.5
2025-03-03 18:00,2.6,25.6,997.0,0.5
2025-03-03 19:00,2.3,25.2,997.0,0.7
2025-03-03 20:00,1.2,22.3,997.0,0.9
2025-03-03 21:00,1.6,28.1,997.0,1.7
2025-03-03 22:00,1.7,34.9,997.0,0.8
2025-03-03 23:00,2.0,34.6,997.0,0.6
2025-03-04 00:00,1.9,30.6,997.0,0.5
2025-03-04 01:00,1.5,30.2,997.0,0.6
2025-03-04 02:00,1.6,29.9,998.0,0.0
2025-03-04 03:00,1.8,28.4,998.0,0.1
2025-03-04 04:00,1.7,25.2,998.0,0.1
2025-03-04 05:00,1.5,23.4,999.0,0.2
2025-03-04 06:00,1.4,22.7,999.0,0.1
2025-03-04 07:00,1.2,23.2,1000.0,0.2
2025-03-04 08:00,1.0,22.0,1001.0,0.2
2025-03-04 09:00,0.9,15.1,1002.0,0.3
2025-03-04 10:00,0.8,15.1,1003.0,0.5
2025-03-04 11:00,1.4,13.0,1003.0,0.6
2025-03-04 12:00,1.8,10.1,1003.0,0.7
2025-03-04 13:00,2.1,8.6,1002.0,1.1
2025-03-04 14:00,1.7,9.7,1002.0,0.9
2025-03-04 15:00,1.1,7.2,1000.0,1.0
2025-03-04 16:00,0.7,7.2,997.0,1.4
2025-03-04 17:00,1.9,9.7,995.0,1.5
2025-03-04 18:00,2.2,13.5,991.0,1.1
2025-03-04 19:00,2.9,16.9,989.0,1.4
2025-03-04 20:00,3.0,15.2,988.0,1.6
2025-03-04 21:00,2.7,12.2,988.0,1.7
2025-03-04 22:00,2.7,14.1,988.0,1.4
2025-03-04 23:00,2.8,16.4,989.0,1.1
2025-03-05 00:00,2.5,23.7,990.0,0.8
2025-03-05 01:00,2.5,21.2,990.0,0.8
2025-03-05 02:00,2.4,17.6,991.0,0.8
2025-03-05 03:00,2.3,18.8,991.0,0.9
2025-03-05 04:00,2.3,17.0,991.0,0.2
2025-03-05 05:00,2.1,17.0,991.0,0.1
2025-03-05 06:00,2.0,15.1,991.0,0.2
2025-03-05 07:00,1.7,11.9,991.0,0.8
2025-03-05 08:00,2.1,14.0,990.0,1.0
2025-03-05 09:00,2.4,19.1,991.0,0.7
2025-03-05 10:00,2.3,16.2,992.0,0.5
2025-03-05 11:00,2.1,12.6,992.0,1.1
2025-03-05 12:00,1.9,11.5,993.0,1.6
2025-03-05 13:00,1.9,14.9,993.0,1.1
2025-03-05 14:00,3.0,9.7,992.0,1.0
2025-03-05 15:00,2.7,9.4,993.0,0.7
2025-03-05 16:00,2.5,7.6,993.0,1.1
2025-03-05 17:00,2.5,7.6,992.0,0.9
2025-03-05 18:00,2.4,7.2,991.0,1.6
2025-03-05 19:00,2.2,6.1,990.0,2.4
2025-03-05 20:00,1.5,5.8,990.0,3.9
2025-03-05 21:00,1.5,6.8,989.0,3.6
2025-03-05 22:00,1.9,7.6,988.0,2.8
2025-03-05 23:00,3.6,8.6,987.0,3.3
2025-03-06 00:00,4.9,18.6,987.0,3.3
2025-03-06 01:00,5.7,22.8,986.0,1.7
2025-03-06 02:00,4.9,20.8,985.0,0.3
2025-03-06 03:00,7.0,28.8,985.0,0.0
2025-03-06 04:00,7.9,33.6,984.0,0.0
2025-03-06 05:00,8.2,42.0,985.0,0.0
2025-03-06 06:00,7.5,42.4,987.0,0.0
2025-03-06 07:00,6.4,37.8,988.0,0.0
2025-03-06 08:00,5.1,35.6,989.0,0.0
2025-03-06 09:00,5.1,36.0,990.0,0.0
2025-03-06 10:00,5.2,37.1,992.0,0.0
2025-03-06 11:00,5.3,37.8,994.0,0.0
2025-03-06 12:00,5.3,37.1,997.0,0.1
2025-03-06 13:00,5.2,37.4,1000.0,1.3
2025-03-06 14:00,4.8,35.6,1002.0,0.7
2025-03-06 15:00,4.5,33.8,1003.0,0.1
2025-03-06 16:00,4.2,31.7,1004.0,0.1
2025-03-06 17:00,4.3,27.0,1005.0,0.1
2025-03-06 18:00,4.0,23.0,1006.0,0.0
2025-03-06 19:00,2.7,19.2,1006.0,0.0
2025-03-06 20:00,2.4,16.9,1007.0,0.0
2025-03-06 21:00,2.0,4.7,1007.0,0.0
2025-03-06 22:00,2.3,5.4,1007.0,0.0
2025-03-06 23:00,2.7,5.4,1007.0,0.0
2025-03-07 00:00,1.7,6.5,1007.0,0.2
2025-03-07 01:00,1.6,5.8,1007.0,0.4
2025-03-07 02:00,1.3,5.4,1006.0,0.1
2025-03-07 03:00,2.0,6.1,1006.0,0.0
2025-03-07 04:00,1.7,5.8,1005.0,0.1
2025-03-07 05:00,1.5,7.2,1005.0,0.3
2025-03-07 06:00,1.5,6.1,1004.0,0.1
2025-03-07 07:00,1.5,6.8,1004.0,0.0
2025-03-07 08:00,1.2,6.1,1003.0,0.0
2025-03-07 09:00,2.6,7.2,1003.0,0.0
