Tidspunkt,mean(air_temperature P1D),mean(air_pressure_at_sea_level P1D),sum(precipitation_amount P1D),mean(wind_speed P1D)
2024-11-27 00:00:00+00:00,1.8,1017.0,0.8,1.2
2024-11-28 00:00:00+00:00,-3.8,1022.6,0.0,2.5
2024-11-29 00:00:00+00:00,-1.9,1017.7,0.0,2.4
2024-11-30 00:00:00+00:00,1.4,1008.3,6.9,1.5
2024-12-01 00:00:00+00:00,4.6,999.2,8.1,4.0
2024-12-02 00:00:00+00:00,9.5,1005.3,0.6,2.3
2024-12-03 00:00:00+00:00,-0.9,1020.4,6.4,2.7
2024-12-04 00:00:00+00:00,-5.3,1021.7,0.1,2.6
2024-12-05 00:00:00+00:00,-1.5,1007.0,0.0,5.5
2024-12-06 00:00:00+00:00,2.2,1001.9,0.0,4.3
2024-12-07 00:00:00+00:00,3.7,1008.6,0.3,1.3
2024-12-08 00:00:00+00:00,2.0,1029.3,0.1,2.1
2024-12-09 00:00:00+00:00,2.3,1039.1,0.0,2.9
2024-12-10 00:00:00+00:00,-2.1,1031.8,0.0,3.3
2024-12-11 00:00:00+00:00,3.2,1032.4,5.6,2.2
2024-12-12 00:00:00+00:00,1.4,1030.1,0.6,1.2
2024-12-13 00:00:00+00:00,1.3,1014.1,1.6,2.9
2024-12-14 00:00:00+00:00,3.3,998.4,6.9,2.9
2024-12-15 00:00:00+00:00,1.1,989.7,3.4,3.7
2024-12-16 00:00:00+00:00,1.7,988.4,24.1,8.9
2024-12-17 00:00:00+00:00,2.0,1004.6,9.0,4.6
2024-12-18 00:00:00+00:00,1.5,984.9,3.5,2.2
2024-12-19 00:00:00+00:00,4.4,974.4,2.3,3.0
2024-12-20 00:00:00+00:00,2.0,994.6,12.1,2.6
2024-12-21 00:00:00+00:00,-1.7,986.8,0.7,1.7
2024-12-22 00:00:00+00:00,-2.2,978.7,0.0,1.5
2024-12-23 00:00:00+00:00,-1.1,1004.0,1.6,2.0
2024-12-24 00:00:00+00:00,0.1,1005.5,0.6,1.9
2024-12-25 00:00:00+00:00,3.3,1010.0,2.8,2.1
2024-12-26 00:00:00+00:00,6.1,1020.9,21.6,4.0
2024-12-27 00:00:00+00:00,3.8,1025.8,0.8,3.0
2024-12-28 00:00:00+00:00,2.0,1013.3,0.0,2.8
2024-12-29 00:00:00+00:00,2.2,996.0,0.8,4.8
2024-12-30 00:00:00+00:00,0.1,1003.4,16.6,3.4
2024-12-31 00:00:00+00:00,-3.3,1005.8,8.3,2.7
2025-01-01 00:00:00+00:00,-7.6,995.8,0.2,3.0
2025-01-02 00:00:00+00:00,-8.0,993.6,6.2,4.2
2025-01-03 00:00:00+00:00,-5.5,995.8,14.9,4.4
2025-01-04 00:00:00+00:00,-4.5,1001.0,7.1,3.9
2025-01-05 00:00:00+00:00,-2.6,1001.2,4.4,3.0
2025-01-06 00:00:00+00:00,-8.1,997.3,0.0,2.0
2025-01-07 00:00:00+00:00,-7.3,986.7,0.0,4.7
2025-01-08 00:00:00+00:00,-6.9,989.5,0.0,1.4
2025-01-09 00:00:00+00:00,-9.3,1001.2,0.0,0.9
2025-01-10 00:00:00+00:00,-4.8,1016.9,0.0,2.2
2025-01-11 00:00:00+00:00,-2.2,1026.2,0.0,2.6
2025-01-12 00:00:00+00:00,-2.2,1030.8,0.0,3.3
2025-01-13 00:00:00+00:00,-2.2,1008.7,0.0,3.6
2025-01-14 00:00:00+00:00,6.5,1010.8,2.5,3.1
2025-01-15 00:00:00+00:00,4.9,1013.7,4.5,2.5
2025-01-16 00:00:00+00:00,7.9,1014.9,4.2,3.7
2025-01-17 00:00:00+00:00,6.9,1012.6,2.7,5.1
2025-01-18 00:00:00+00:00,5.3,1020.9,0.0,2.5
2025-01-19 00:00:00+00:00,2.4,1019.6,0.0,2.6
2025-01-20 00:00:00+00:00,4.3,1016.3,0.0,1.8
2025-01-21 00:00:00+00:00,0.5,1010.1,0.0,0.9
2025-01-22 00:00:00+00:00,-0.2,1007.0,0.0,1.6
2025-01-23 00:00:00+00:00,-2.2,1001.5,0.0,1.7
2025-01-24 00:00:00+00:00,-4.3,987.6,0.0,1.9
2025-01-25 00:00:00+00:00,1.4,972.7,0.0,5.7
2025-01-26 00:00:00+00:00,5.9,990.8,0.0,5.7
2025-01-27 00:00:00+00:00,3.6,990.5,0.0,3.9
2025-01-28 00:00:00+00:00,2.3,994.4,0.0,2.1
2025-01-29 00:00:00+00:00,0.4,1001.4,0.0,1.2
2025-01-30 00:00:00+00:00,0.8,1004.9,0.0,2.2
2025-01-31 00:00:00+00:00,1.1,1019.9,0.3,2.4
2025-02-01 00:00:00+00:00,-0.1,1029.0,2.5,1.7
2025-02-02 00:00:00+00:00,-3.0,1022.4,0.0,1.8
2025-02-03 00:00:00+00:00,-1.0,1017.0,0.1,1.7
2025-02-04 00:00:00+00:00,0.3,1007.1,3.1,1.7
2025-02-05 00:00:00+00:00,2.4,1015.2,10.6,3.4
2025-02-06 00:00:00+00:00,2.8,1038.5,3.3,2.9
2025-02-07 00:00:00+00:00,2.9,1043.8,0.0,1.3
2025-02-08 00:00:00+00:00,0.5,1035.9,0.0,3.8
2025-02-09 00:00:00+00:00,-0.3,1039.5,1.0,3.2
2025-02-10 00:00:00+00:00,2.1,1044.4,0.0,2.7
2025-02-11 00:00:00+00:00,0.6,1040.8,0.0,1.6
2025-02-12 00:00:00+00:00,-2.5,1034.6,0.0,1.6
2025-02-13 00:00:00+00:00,-0.9,1031.2,0.0,2.0
2025-02-14 00:00:00+00:00,-3.3,1027.2,0.0,2.3
2025-02-15 00:00:00+00:00,-3.1,1032.3,0.8,2.7
2025-02-16 00:00:00+00:00,-7.8,1026.3,0.0,3.3
2025-02-17 00:00:00+00:00,-2.3,1022.8,8.0,2.4
2025-02-18 00:00:00+00:00,-0.1,1026.6,5.1,2.2
2025-02-19 00:00:00+00:00,-1.2,1026.1,8.4,1.7
2025-02-20 00:00:00+00:00,-6.1,1013.1,0.0,1.7
2025-02-21 00:00:00+00:00,0.8,1004.3,1.1,3.7
2025-02-22 00:00:00+00:00,7.3,1002.3,0.0,4.2
2025-02-23 00:00:00+00:00,7.6,1008.4,0.0,2.6
2025-02-24 00:00:00+00:00,6.9,998.7,0.2,5.8
2025-02-25 00:00:00+00:00,8.0,1000.2,0.1,2.4
2025-02-26 00:00:00+00:00,5.7,1005.2,0.0,1.7
2025-02-27 00:00:00+00:00,3.5,1012.5,0.0,1.8
2025-02-28 00:00:00+00:00,2.8,1019.1,0.0,3.3
2025-03-01 00:00:00+00:00,2.9,1016.9,4.8,3.5
2025-03-02 00:00:00+00:00,3.7,1007.1,15.6,4.8
2025-03-03 00:00:00+00:00,5.2,999.5,19.8,5.5
2025-03-04 00:00:00+00:00,2.7,996.3,13.8,3.6
2025-03-05 00:00:00+00:00,1.8,989.3,17.2,3.7
2025-03-06 00:00:00+00:00,4.8,995.6,36.5,7.2
2025-03-07 00:00:00+00:00,4.9,1003.7,0.3,3.4
2025-03-08 00:00:00+00:00,5.8,1016.5,0.0,3.8
2025-03-09 00:00:00+00:00,3.5,1013.5,0.6,2.9
2025-03-10 00:00:00+00:00,1.8,1012.6,1.0,2.0
2025-03-11 00:00:00+00:00,-0.3,1004.2,0.0,1.6
2025-03-12 00:00:00+00:00,-0.9,1003.2,0.0,1.6
2025-03-13 00:00:00+00:00,-1.2,1001.4,0.1,2.0
2025-03-14 00:00:00+00:00,-0.1,1007.9,3.8,2.7
2025-03-15 00:00:00+00:00,0.0,1006.7,1.1,6.0
2025-03-16 00:00:00+00:00,1.2,1022.3,6.6,3.4
2025-03-17 00:00:00+00:00,-0.9,1022.3,6.3,4.7
2025-03-18 00:00:00+00:00,3.5,1018.1,5.8,6.4
